roi_name,Net7,posR,posA,posS,colR,colG,colB
17Networks_RH_ContA_Cingm_1,Cont,4,2,30,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_Temp_1,Cont,62,-28,-20,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_Temp_2,Cont,64,-42,-10,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_IPL_1,Cont,56,-46,32,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_IPL_2,Cont,54,-52,44,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_IPL_3,Cont,56,-40,48,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_IPL_4,Cont,42,-56,48,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_PFCld_1,Cont,38,34,38,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_PFCld_2,Cont,44,18,44,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_PFCld_3,Cont,42,6,50,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_PFCld_4,Cont,34,16,56,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_PFClv_1,Cont,36,38,-14,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_PFClv_2,Cont,28,54,-14,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_PFClv_3,Cont,42,50,-6,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_PFClv_4,Cont,28,60,2,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContB_PFCmp_1,Cont,4,28,48,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContC_pCun_1,Cont,16,-64,28,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContC_pCun_2,Cont,14,-72,40,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContC_pCun_3,Cont,6,-64,44,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContC_pCun_4,Cont,8,-50,44,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContC_pCun_5,Cont,8,-72,52,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContC_Cingp_1,Cont,8,-44,20,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_ContC_Cingp_2,Cont,6,-28,28,0.9019607843137255,0.5803921568627451,0.13333333333333333
17Networks_RH_DefaultA_Temp_1,Default,60,-8,-24,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_IPL_1,Default,54,-54,26,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_IPL_2,Default,48,-64,42,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_PFCd_1,Default,26,34,38,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_PFCd_2,Default,24,26,50,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_pCunPCC_1,Default,6,-52,24,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_pCunPCC_2,Default,4,-64,32,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_pCunPCC_3,Default,6,-38,34,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_pCunPCC_4,Default,4,-20,36,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_pCunPCC_5,Default,10,-52,36,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_PFCm_1,Default,6,42,-10,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_PFCm_2,Default,10,66,0,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_PFCm_3,Default,8,42,4,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_PFCm_4,Default,8,54,12,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_PFCm_5,Default,18,64,16,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultA_PFCm_6,Default,6,26,18,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultB_Temp_1,Default,64,-24,-8,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultB_Temp_2,Default,64,-38,0,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultB_AntTemp_1,Default,50,8,-32,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultB_PFCd_1,Default,6,58,30,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultB_PFCd_2,Default,16,52,36,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultB_PFCd_3,Default,4,44,40,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultB_PFCd_4,Default,14,38,52,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultB_PFCd_5,Default,12,20,62,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultB_PFCv_1,Default,34,22,-18,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultB_PFCv_2,Default,48,32,-8,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultB_PFCv_3,Default,54,24,6,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultC_IPL_1,Default,48,-64,22,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultC_IPL_2,Default,46,-76,30,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultC_Rsp_1,Default,14,-46,4,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultC_Rsp_2,Default,12,-56,16,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultC_PHC_1,Default,22,-18,-28,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_DefaultC_PHC_2,Default,30,-30,-18,0.803921568627451,0.24313725490196078,0.3058823529411765
17Networks_RH_TempPar_1,TempPar,48,16,-20,0.0,0.0,0.99
17Networks_RH_TempPar_2,TempPar,54,-4,-14,0.0,0.0,0.99
17Networks_RH_TempPar_3,TempPar,48,-20,-8,0.0,0.0,0.99
17Networks_RH_TempPar_4,TempPar,62,-18,0,0.0,0.0,0.99
17Networks_RH_TempPar_5,TempPar,50,-34,2,0.0,0.0,0.99
17Networks_RH_TempPar_6,TempPar,60,-46,6,0.0,0.0,0.99
17Networks_RH_TempPar_7,TempPar,52,-40,12,0.0,0.0,0.99
17Networks_RH_TempPar_8,TempPar,64,-34,10,0.0,0.0,0.99
17Networks_RH_TempPar_9,TempPar,54,-46,20,0.0,0.0,0.99
17Networks_RH_TempPar_10,TempPar,62,-40,22,0.0,0.0,0.99
